label,pattern
bad_prefix,college
bad_prefix,college of
bad_prefix,herbarium of
bad_prefix,national
bad_prefix,the
bad_prefix,university of
bad_suffix,agricultural
bad_suffix,botanical
bad_suffix,garcia
bad_suffix,herbarium
bad_suffix,lake
bad_suffix,mountain
bad_suffix,road
bad_suffix,state park
bad_suffix,state agricultural college
bad_suffix,state college
bad_suffix,state university
bad_suffix,university
state_label,flora
state_label,flora of
state_label,plants
state_label,plants of
